StartTime: 2021-08-11 14:08:06.818
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)
0x50	 14:08:08.873	0.7222	-0.6777	-0.3662	178.8330	-100.0366	-18.1885	-114.1809	-49.1144	124.7717	31.75
0x50	 14:08:08.882	0.6499	-0.7271	-0.5801	104.9805	-112.7319	2.5635	-114.3457	-48.5760	126.3263	31.76
0x50	 14:08:08.892	0.6372	-0.7075	-0.6362	106.5063	-109.6191	-2.5635	-114.5654	-48.0157	127.8534	31.77
0x50	 14:08:08.902	0.7012	-0.6655	-0.4644	128.6011	-83.4351	-13.3057	-114.3622	-47.6532	129.0674	31.77
0x50	 14:08:08.912	0.7393	-0.6230	-0.1479	124.4507	-42.1753	-16.6626	-113.7305	-47.5598	129.7430	31.78
0x50	 14:08:08.922	0.7168	-0.6094	0.0698	108.2764	-15.3809	-16.9067	-112.7802	-47.6697	130.0507	31.77
0x50	 14:08:08.932	0.7065	-0.5811	0.0786	77.0264	-17.5171	-14.7705	-111.9617	-47.7521	130.3748	31.77
0x50	 14:08:08.942	0.7124	-0.5811	-0.0527	64.5142	-45.3491	-14.4653	-111.5442	-47.7411	131.0834	31.77
0x50	 14:08:08.952	0.7295	-0.6011	-0.2305	48.8892	-75.5005	-12.6343	-111.7090	-47.6147	132.1930	31.78
0x50	 14:08:08.962	0.6665	-0.5215	-0.3706	20.9961	-89.8438	-10.5591	-112.4451	-47.3950	133.4894	31.79
0x50	 14:08:08.972	0.6763	-0.5063	-0.5098	12.6953	-91.8579	-11.3525	-113.4064	-47.1368	134.8077	31.78
0x50	 14:08:08.983	0.6855	-0.5254	-0.5356	13.9160	-83.3740	-5.4321	-114.3292	-46.8182	135.9668	31.78
0x50	 14:08:09.014	0.6982	-0.6016	-0.4678	24.7192	-62.3169	4.6997	-114.8730	-46.4777	136.7688	31.77
0x50	 14:08:09.014	0.6685	-0.6978	-0.3896	16.4795	-36.4990	18.5547	-115.1038	-46.1206	137.1368	31.77
0x50	 14:08:09.014	0.6753	-0.7671	-0.3306	4.5166	-19.2261	27.4658	-115.1587	-45.7306	137.2192	31.76
0x50	 14:08:09.022	0.6816	-0.7529	-0.2681	-2.2583	-11.3525	26.3672	-115.1532	-45.3790	137.2028	31.76
0x50	 14:08:09.032	0.6997	-0.6582	-0.2354	-7.0801	-8.5449	17.0288	-115.1752	-45.1428	137.2137	31.76
0x50	 14:08:09.042	0.7061	-0.5825	-0.2437	-10.7422	-10.8643	5.8594	-115.2960	-45.0439	137.3181	31.77
0x50	 14:08:09.051	0.7300	-0.5835	-0.2910	-15.1367	-16.6626	1.0376	-115.5652	-44.9945	137.5214	31.78
0x50	 14:08:09.062	0.7773	-0.5835	-0.4009	-27.0996	-22.1558	4.3945	-116.0211	-44.8956	137.7795	31.77
0x50	 14:08:09.072	0.7207	-0.5815	-0.3955	-28.0762	-26.0620	7.5684	-116.5869	-44.7418	138.0652	31.77
0x50	 14:08:09.081	0.7036	-0.6245	-0.3638	-17.2729	-20.9351	9.2163	-116.9769	-44.5770	138.2684	31.77
0x50	 14:08:09.091	0.6943	-0.7158	-0.3477	-10.3760	-14.2822	11.6577	-117.1802	-44.4067	138.3728	31.77
0x50	 14:08:09.102	0.6846	-0.7881	-0.3457	-11.3525	-10.6812	13.5498	-117.3120	-44.2090	138.4167	31.77
0x50	 14:08:09.111	0.6919	-0.7539	-0.3535	-15.6860	-9.6436	11.0474	-117.4658	-44.0057	138.4662	31.78
0x50	 14:08:09.121	0.7002	-0.6421	-0.3711	-16.0522	-10.6201	2.0142	-117.6855	-43.9014	138.5870	31.77
0x50	 14:08:09.131	0.7061	-0.5679	-0.3984	-10.9863	-13.0615	-7.5684	-117.9602	-43.9014	138.7958	31.78
0x50	 14:08:09.141	0.7036	-0.5850	-0.4219	-9.1553	-13.3057	-9.0332	-118.2733	-43.9343	139.0155	31.78
0x50	 14:08:09.151	0.6963	-0.6133	-0.3950	-13.1226	-8.4839	-3.7842	-118.5645	-43.9288	139.1473	31.79
0x50	 14:08:09.161	0.6943	-0.6421	-0.3564	-12.1460	-0.8545	-0.7324	-118.7402	-43.9288	139.1638	31.79
0x50	 14:08:09.193	0.6875	-0.6963	-0.3516	-10.8643	4.2114	0.1831	-118.8171	-43.9453	139.1089	31.78
0x50	 14:08:09.193	0.6841	-0.6895	-0.3467	-10.3760	4.5166	-0.6104	-118.8611	-43.9453	139.0594	31.77
0x50	 14:08:09.193	0.6895	-0.5728	-0.3281	2.3193	2.8687	-8.6670	-118.8336	-44.0112	139.0814	31.77
0x50	 14:08:09.201	0.7085	-0.5083	-0.3589	19.4702	0.6714	-18.6768	-118.7292	-44.1980	139.1968	31.78
0x50	 14:08:09.211	0.7310	-0.5430	-0.4014	20.7520	-0.6104	-17.3340	-118.6743	-44.3903	139.3231	31.78
0x50	 14:08:09.221	0.7500	-0.6084	-0.4248	10.3149	1.9531	-7.5073	-118.6688	-44.4946	139.3506	31.76
0x50	 14:08:09.231	0.7368	-0.7217	-0.4312	2.3804	6.3477	0.9766	-118.6523	-44.5221	139.2627	31.77
0x50	 14:08:09.241	0.7417	-0.8257	-0.4243	-3.1128	10.0098	5.8594	-118.5919	-44.4891	139.1034	31.79
0x50	 14:08:09.251	0.6997	-0.7905	-0.3945	3.7842	12.3291	0.4272	-118.4326	-44.4836	138.9441	31.79
0x50	 14:08:09.261	0.7183	-0.7949	1.1680	36.0718	11.2305	-18.3105	-118.0426	-44.6375	138.9276	31.77
0x50	 14:08:09.271	0.7119	-0.3726	0.1006	131.9580	19.1650	-46.2646	-116.7737	-45.1318	138.9990	31.78
0x50	 14:08:09.281	0.5698	-0.5854	-0.8281	123.9014	-113.0371	-64.2700	-116.8396	-45.1978	140.8392	31.77
0x50	 14:08:09.291	0.6401	-0.6733	-0.2871	51.8799	-161.7432	-42.4194	-117.9657	-44.8462	143.1573	31.79
0x50	 14:08:09.301	0.7080	-0.6445	-0.1558	128.9673	-101.3184	-50.9644	-117.8009	-44.8187	144.7559	31.79
0x50	 14:08:09.311	0.7217	-0.5889	-0.3066	119.8120	-90.2100	-57.0068	-117.6636	-44.9066	146.2610	31.77
0x50	 14:08:09.321	0.7188	-0.6763	-0.3535	77.9419	-101.2573	-54.1992	-118.0261	-44.9121	147.8815	31.76
0x50	 14:08:09.331	0.6938	-0.7607	-0.3774	63.0493	-101.4404	-48.2788	-118.5150	-44.8627	149.4635	31.77
0x50	 14:08:09.341	0.7188	-0.6748	-0.5234	62.3779	-101.5625	-49.4385	-119.0149	-44.8132	151.0565	31.77
0x50	 14:08:09.373	0.7207	-0.6235	-0.5630	61.0962	-101.8677	-55.2368	-119.5587	-44.8022	152.6880	31.76
0x50	 14:08:09.373	0.7183	-0.6245	-0.5029	51.0864	-84.4727	-52.8564	-120.0366	-44.8462	154.0942	31.76
0x50	 14:08:09.373	0.7100	-0.6069	-0.4424	34.6069	-61.7065	-43.2129	-120.4321	-44.9121	155.1544	31.78
0x50	 14:08:09.380	0.7090	-0.6245	-0.3779	23.1323	-46.5698	-36.9873	-120.7892	-44.9945	155.9839	31.78
0x50	 14:08:09.391	0.6768	-0.6743	-0.3379	17.4561	-39.0625	-35.0952	-121.1298	-45.0934	156.7145	31.78
0x50	 14:08:09.401	0.6704	-0.5947	-0.2129	22.9492	-38.9404	-41.1377	-121.4484	-45.2472	157.4835	31.78
0x50	 14:08:09.411	0.6963	-0.4702	-0.1797	44.2505	-44.1895	-56.8848	-121.6846	-45.4999	158.4448	31.76
0x50	 14:08:09.421	0.7246	-0.3320	-0.1992	61.7065	-60.1807	-67.6880	-121.9537	-45.7581	159.6808	31.77
0x50	 14:08:09.431	0.7124	-0.4424	-0.2607	68.4814	-79.2236	-65.6128	-122.3163	-45.8954	161.1420	31.79
0x50	 14:08:09.441	0.6982	-0.5879	-0.3901	65.4297	-95.3979	-50.4761	-122.7722	-45.8130	162.6910	31.78
0x50	 14:08:09.452	0.7012	-0.6670	-0.4707	57.9834	-107.4829	-39.1235	-123.3380	-45.5603	164.2896	31.77
0x50	 14:08:09.461	0.7568	-0.6157	-0.4990	54.5654	-106.3232	-38.0249	-123.9148	-45.2966	165.8551	31.78
0x50	 14:08:09.472	0.7539	-0.6343	-0.4648	53.7720	-95.0317	-44.3726	-124.4202	-45.1318	167.3273	31.78
0x50	 14:08:09.482	0.7495	-0.6196	-0.4741	56.7017	-81.2378	-51.1475	-124.8157	-45.0934	168.6896	31.77
0x50	 14:08:09.491	0.7339	-0.4570	-0.4385	61.0962	-73.9136	-61.7676	-125.1727	-45.1813	170.0464	31.76
0x50	 14:08:09.501	0.7266	-0.4082	-0.4019	60.4858	-68.4814	-65.4297	-125.5078	-45.3186	171.3757	31.77
0x50	 14:08:09.510	0.7168	-0.4653	-0.3892	41.9922	-63.5376	-47.8516	-125.8923	-45.3406	172.5073	31.77
0x50	 14:08:09.521	0.6997	-0.5059	-0.4248	19.9585	-61.5234	-23.3154	-126.3373	-45.1703	173.4137	31.77
0x50	 14:08:09.531	0.7075	-0.5718	-0.3887	5.3101	-62.8662	-5.9814	-126.8262	-44.8462	174.1827	31.79
0x50	 14:08:09.540	0.7080	-0.5854	-0.3853	0.4883	-60.5469	1.8311	-127.2931	-44.4672	174.8474	31.78
0x50	 14:08:09.551	0.7017	-0.6406	-0.4390	4.0894	-64.8193	-2.3193	-127.7710	-44.0936	175.5890	31.77
0x50	 14:08:09.561	0.6929	-0.5552	-0.4458	9.3384	-72.0215	-11.0474	-128.2983	-43.7366	176.4789	31.76
0x50	 14:08:09.570	0.6821	-0.4536	-0.4365	15.4419	-73.7305	-22.9492	-128.8312	-43.4619	177.4731	31.77
0x50	 14:08:09.604	0.6685	-0.5190	-0.4570	15.2588	-74.2188	-23.7427	-129.3695	-43.1818	178.4784	31.76
0x50	 14:08:09.604	0.6675	-0.5923	-0.5117	8.5449	-74.7681	-11.9019	-129.8969	-42.7972	179.3738	31.76
0x50	 14:08:09.604	0.6851	-0.5771	-0.4980	7.8125	-75.9277	-4.6997	-130.3857	-42.3468	-179.7858	31.78
0x50	 14:08:09.610	0.7231	-0.5791	-0.5708	3.9673	-70.4346	-5.9814	-130.8691	-41.9403	-179.0057	31.79
0x50	 14:08:09.620	0.7119	-0.6260	-0.5498	2.9907	-67.8711	-9.0332	-131.3525	-41.5613	-178.2367	31.79
0x50	 14:08:09.630	0.6978	-0.5684	-0.5029	8.2397	-58.5938	-19.4092	-131.7755	-41.3196	-177.4786	31.79
0x50	 14:08:09.640	0.6958	-0.4014	-0.5923	20.2026	-53.2837	-34.8511	-132.1271	-41.2262	-176.6437	31.79
0x50	 14:08:09.650	0.6904	-0.3828	-0.5483	22.4609	-54.0771	-38.2690	-132.4786	-41.1438	-175.7648	31.78
0x50	 14:08:09.660	0.6543	-0.5093	-0.4736	12.8784	-41.0767	-20.9351	-132.7368	-41.0229	-175.1770	31.76
0x50	 14:08:09.670	0.6318	-0.5947	-0.4214	2.5024	-31.1890	0.0000	-132.9126	-40.8142	-174.8749	31.77
0x50	 14:08:09.680	0.6245	-0.6294	-0.4688	-2.6245	-32.9590	7.3242	-133.1049	-40.5341	-174.6222	31.77
0x50	 14:08:09.691	0.6387	-0.6694	-0.5479	-1.9531	-44.0674	4.9438	-133.3685	-40.1990	-174.2432	31.78
0x50	 14:08:09.702	0.6440	-0.6099	-0.5825	-1.8311	-51.0864	-0.3662	-133.7036	-39.8474	-173.7488	31.78
